time,avg_u3_mm,sum_rf3_N,displacement_mm,force_N,strain,stress_MPa
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.00999999977648258,-0.159999996423721,-1.82228177040815,0.159999996423721,1.82228177040815,0.00199999995529652,0.000284731526626274
0.0199999995529652,-0.319999992847443,-3.63369222311303,0.319999992847443,3.63369222311303,0.00399999991059303,0.000567764409861411
0.0350000001490116,-0.560000002384186,-6.33075549360365,0.560000002384186,6.33075549360365,0.00700000002980232,0.00098918054587557
0.0575000010430813,-0.920000016689301,-10.3322703875601,0.920000016689301,10.3322703875601,0.0115000002086163,0.00161441724805627
0.0912500023841858,-1.46000003814697,-16.2387186419219,1.46000003814697,16.2387186419219,0.0182500004768372,0.00253729978780029
0.141874998807907,-2.26999998092651,-24.8930681906641,2.26999998092651,24.8930681906641,0.0283749997615814,0.00388954190479126
0.217812493443489,-3.48499989509583,-37.4459340572357,3.48499989509583,37.4459340572357,0.0435624986886978,0.00585092719644308
0.317812502384186,-5.08500003814697,-53.2663079947233,5.08500003814697,53.2663079947233,0.0635625004768372,0.00832286062417552
0.417812496423721,-6.68499994277954,-68.3659811466932,6.68499994277954,68.3659811466932,0.0835624992847443,0.0106821845541708
0.517812490463257,-8.28499984741211,-82.8239690065384,8.28499984741211,82.8239690065384,0.103562498092651,0.0129412451572716
0.617812514305115,-9.88500022888184,-96.7050785124302,9.88500022888184,96.7050785124302,0.123562502861023,0.0151101685175672
0.717812478542328,-11.4849996566772,-110.06095841527,11.4849996566772,110.06095841527,0.143562495708466,0.0171970247523859
0.817812502384186,-13.085000038147,-122.91986823082,13.085000038147,122.91986823082,0.163562500476837,0.0192062294110656
0.917812526226044,-14.6850004196167,-135.336965978146,14.6850004196167,135.336965978146,0.183562505245209,0.0211464009340852
1.0,-16.0,-145.235929131508,16.0,145.235929131508,0.2,0.0226931139267981
