displacement_mm,force_N
-0.0,-0.0
0.159999996423721,3.26676594100718
0.319999992847443,6.51682011563389
0.560000002384186,11.3610156094655
0.920000016689301,18.5591908146453
1.46000003814697,29.2073944864096
2.26999998092651,44.8587908395566
3.48499989509583,67.6584501769394
5.08500003814697,96.5465327091515
6.68499994277954,124.267032116652
8.28499984741211,150.938693255186
9.88500022888184,176.664892621338
11.4849996566772,201.534395396709
13.085000038147,225.624108046293
14.6850004196167,249.00099119544
16.0,267.71382509172
