displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.4554877798073
0.319999992847443,4.89628789806738
0.560000002384186,8.53040453512222
0.920000016689301,13.9220301294699
1.46000003814697,21.8799597173929
2.26999998092651,33.5395850837231
3.48499989509583,50.4495213739574
5.08500003814697,71.7575025781989
6.68499994277954,92.0904401913285
8.28499984741211,111.554861560464
9.88500022888184,130.238208413124
11.4849996566772,148.210353881121
13.085000038147,165.526928544044
14.6850004196167,182.232280701399
16.0,195.523583695292
