time,avg_u3_mm,sum_rf3_N,displacement_mm,force_N,strain,stress_MPa
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.00999999977648258,-0.159999996423721,-3.46736171469092,0.159999996423721,3.46736171469092,0.00199999995529652,0.000541775267920457
0.0199999995529652,-0.319999992847443,-6.91559127438813,0.319999992847443,6.91559127438813,0.00399999991059303,0.00108056113662315
0.0350000001490116,-0.560000002384186,-12.0526235569268,0.560000002384186,12.0526235569268,0.00700000002980232,0.00188322243076982
0.0575000010430813,-0.920000016689301,-19.680397355929,0.920000016689301,19.680397355929,0.0115000002086163,0.00307506208686391
0.0912500023841858,-1.46000003814697,-30.9522964060307,1.46000003814697,30.9522964060307,0.0182500004768372,0.00483629631344229
0.141874998807907,-2.26999998092651,-47.4956981688738,2.26999998092651,47.4956981688738,0.0283749997615814,0.00742120283888653
0.217812493443489,-3.48499989509583,-71.5449421554804,3.48499989509583,71.5449421554804,0.0435624986886978,0.0111788972117938
0.317812502384186,-5.08500003814697,-101.937496215105,5.08500003814697,101.937496215105,0.0635625004768372,0.0159277337836102
0.417812496423721,-6.68499994277954,-131.024980187416,6.68499994277954,131.024980187416,0.0835624992847443,0.0204726531542838
0.517812490463257,-8.28499984741211,-158.945609427989,8.28499984741211,158.945609427989,0.103562498092651,0.0248352514731232
0.617812514305115,-9.88500022888184,-185.817443849519,9.88500022888184,185.817443849519,0.123562502861023,0.0290339756014873
0.717812478542328,-11.4849996566772,-211.739859376103,11.4849996566772,211.739859376103,0.143562495708466,0.033084353027516
0.817812502384186,-13.085000038147,-236.797335013747,13.085000038147,236.797335013747,0.163562500476837,0.036999583595898
0.917812526226044,-14.6850004196167,-261.062440428883,14.6850004196167,261.062440428883,0.183562505245209,0.0407910063170129
1.0,-16.0,-280.447519592941,16.0,280.447519592941,0.2,0.043819924936397
