displacement_mm,force_N
-0.0,-0.0
0.159999996423721,1.96320114238188
0.319999992847443,3.91483862046152
0.560000002384186,6.82096279878169
0.920000016689301,11.1332334261388
1.46000003814697,17.4995534606278
2.26999998092651,26.830372788012
3.48499989509583,40.3692532554269
5.08500003814697,57.4399233907461
6.68499994277954,73.7404771000147
8.28499984741211,89.355306789279
9.88500022888184,104.35408654809
11.4849996566772,118.792595863342
13.085000038147,132.714998871088
14.6850004196167,146.138362884521
16.0,156.855484515429
