displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.45151005592197
0.319999992847443,4.88945451099426
0.560000002384186,8.52132314350456
0.920000016689301,13.9139576349407
1.46000003814697,21.8825443480164
2.26999998092651,33.5768806822598
3.48499989509583,50.5750208199024
5.08500003814697,72.0529352352023
6.68499994277954,92.6043801754713
8.28499984741211,112.326912388206
9.88500022888184,131.3033991009
11.4849996566772,149.603113025427
13.085000038147,167.284411296248
14.6850004196167,184.396713748574
16.0,198.0593072474
