displacement_mm,force_N
-0.0,-0.0
0.159999996423721,1.89228279376402
0.319999992847443,3.77392576541752
0.560000002384186,6.57674805354327
0.920000016689301,10.7377413082868
1.46000003814697,16.8849737644196
2.26999998092651,25.9035434946418
3.48499989509583,39.006920479238
5.08500003814697,55.5555970668793
6.68499994277954,71.3831992596388
8.28499984741211,86.5663416385651
9.88500022888184,101.169338494539
11.4849996566772,115.245087057352
13.085000038147,128.837162643671
14.6850004196167,141.981514841318
16.0,152.465906053782
