displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.52625237987377
0.319999992847443,5.04030413739383
0.560000002384186,8.78880989039317
0.920000016689301,14.3617582460865
1.46000003814697,22.6120290644467
2.26999998092651,34.7521434910595
3.48499989509583,52.4644739329815
5.08500003814697,74.9519311413169
6.68499994277954,96.5762072950602
8.28499984741211,117.423068158329
9.88500022888184,137.567820638418
11.4849996566772,157.07570873946
13.085000038147,176.003699213266
14.6850004196167,194.401767760515
16.0,209.151486165822
