strain,stress_MPa
-0.0,-0.0
0.00199999995529652,0.000541775267920457
0.00399999991059303,0.00108056113662315
0.00700000002980232,0.00188322243076982
0.0115000002086163,0.00307506208686391
0.0182500004768372,0.00483629631344229
0.0283749997615814,0.00742120283888653
0.0435624986886978,0.0111788972117938
0.0635625004768372,0.0159277337836102
0.0835624992847443,0.0204726531542838
0.103562498092651,0.0248352514731232
0.123562502861023,0.0290339756014873
0.143562495708466,0.033084353027516
0.163562500476837,0.036999583595898
0.183562505245209,0.0407910063170129
0.2,0.043819924936397
