displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.48988611856475
0.319999992847443,4.96821007691324
0.560000002384186,8.66429464286193
0.920000016689301,14.1611735280603
1.46000003814697,22.3028487302363
2.26999998092651,34.2917249836028
3.48499989509583,51.8010410442948
5.08500003814697,74.0594927370548
6.68499994277954,95.4922132119536
8.28499984741211,116.179526165128
9.88500022888184,136.192255966365
11.4849996566772,155.59209227562
13.085000038147,174.43310264498
14.6850004196167,192.762824572623
16.0,207.469110578299
