displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.67719292384572
0.319999992847443,5.34074928611517
0.560000002384186,9.31088134460151
0.920000016689301,15.2105089928955
1.46000003814697,23.9383746851236
2.26999998092651,36.7685573529452
3.48499989509583,55.4618707485497
5.08500003814697,79.1534603647888
6.68499994277954,101.894876584411
8.28499984741211,123.783176146448
9.88500022888184,144.902777396142
11.4849996566772,165.326122768223
13.085000038147,185.116026110947
14.6850004196167,204.327371619642
16.0,219.711185537279
