displacement_mm,force_N
-0.0,-0.0
0.159999996423721,1.82228177040815
0.319999992847443,3.63369222311303
0.560000002384186,6.33075549360365
0.920000016689301,10.3322703875601
1.46000003814697,16.2387186419219
2.26999998092651,24.8930681906641
3.48499989509583,37.4459340572357
5.08500003814697,53.2663079947233
6.68499994277954,68.3659811466932
8.28499984741211,82.8239690065384
9.88500022888184,96.7050785124302
11.4849996566772,110.06095841527
13.085000038147,122.91986823082
14.6850004196167,135.336965978146
16.0,145.235929131508
