strain,stress_MPa
-0.0,-0.0
0.00199999995529652,0.000383048446237808
0.00399999991059303,0.000763977267342852
0.00700000002980232,0.00133145674117259
0.0115000002086163,0.00217405588045949
0.0182500004768372,0.00341914755437756
0.0283749997615814,0.00524638760660309
0.0435624986886978,0.00790234700310975
0.0635625004768372,0.0112582711305004
0.0835624992847443,0.0144694344024174
0.103562498092651,0.0175510800606571
0.123562502861023,0.0205161561095156
0.143562495708466,0.0233754864102229
0.163562500476837,0.0261381892650388
0.183562505245209,0.0288119865232147
0.2,0.0309467667574063
