displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.97064152546227
0.319999992847443,5.92590716015548
0.560000002384186,10.3304013526067
0.920000016689301,16.8745180740952
1.46000003814697,26.5537253133953
2.26999998092651,40.7778859212995
3.48499989509583,61.4928073510528
5.08500003814697,87.7310093045235
6.68499994277954,112.900846704841
8.28499984741211,137.11172324419
9.88500022888184,160.458584114909
11.4849996566772,183.022603467107
13.085000038147,204.873954698443
14.6850004196167,226.073731318116
16.0,243.039405331016
