displacement_mm,force_N
-0.0,-0.0
0.159999996423721,1.77632144314703
0.319999992847443,3.54221118078567
0.560000002384186,6.17180059337988
0.920000016689301,10.0738661838695
1.46000003814697,15.834860493429
2.26999998092651,24.2791315875947
3.48499989509583,36.5329858865589
5.08500003814697,51.9854591190815
6.68499994277954,66.7423955760896
8.28499984741211,80.8792744725943
9.88500022888184,94.4583506509662
11.4849996566772,107.529810525477
13.085000038147,120.121756590903
14.6850004196167,132.28883677721
16.0,141.995383799076
