displacement_mm,force_N
-0.0,-0.0
0.159999996423721,4.3703231739928
0.319999992847443,8.71926340047503
0.560000002384186,15.2031413131626
0.920000016689301,24.8417276854161
1.46000003814697,39.1084874821827
2.26999998092651,60.0968322688714
3.48499989509583,90.7085312306881
5.08500003814697,129.556455182843
6.68499994277954,166.896517517976
8.28499984741211,202.879536433145
9.88500022888184,237.637882266194
11.4849996566772,271.286348585039
13.085000038147,303.925339985639
14.6850004196167,335.643142892048
16.0,361.066620912403
