time,avg_u3_mm,sum_rf3_N,displacement_mm,force_N,strain,stress_MPa
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.00999999977648258,-0.159999996423721,-1.89228279376402,0.159999996423721,1.89228279376402,0.00199999995529652,0.000295669186525629
0.0199999995529652,-0.319999992847443,-3.77392576541752,0.319999992847443,3.77392576541752,0.00399999991059303,0.000589675900846487
0.0350000001490116,-0.560000002384186,-6.57674805354327,0.560000002384186,6.57674805354327,0.00700000002980232,0.00102761688336614
0.0575000010430813,-0.920000016689301,-10.7377413082868,0.920000016689301,10.7377413082868,0.0115000002086163,0.00167777207941981
0.0912500023841858,-1.46000003814697,-16.8849737644196,1.46000003814697,16.8849737644196,0.0182500004768372,0.00263827715069056
0.141874998807907,-2.26999998092651,-25.9035434946418,2.26999998092651,25.9035434946418,0.0283749997615814,0.00404742867103778
0.217812493443489,-3.48499989509583,-39.006920479238,3.48499989509583,39.006920479238,0.0435624986886978,0.00609483132488094
0.317812502384186,-5.08500003814697,-55.5555970668793,5.08500003814697,55.5555970668793,0.0635625004768372,0.00868056204169989
0.417812496423721,-6.68499994277954,-71.3831992596388,6.68499994277954,71.3831992596388,0.0835624992847443,0.0111536248843186
0.517812490463257,-8.28499984741211,-86.5663416385651,8.28499984741211,86.5663416385651,0.103562498092651,0.0135259908810258
0.617812514305115,-9.88500022888184,-101.169338494539,9.88500022888184,101.169338494539,0.123562502861023,0.0158077091397718
0.717812478542328,-11.4849996566772,-115.245087057352,11.4849996566772,115.245087057352,0.143562495708466,0.0180070448527113
0.817812502384186,-13.085000038147,-128.837162643671,13.085000038147,128.837162643671,0.163562500476837,0.0201308066630736
0.917812526226044,-14.6850004196167,-141.981514841318,14.6850004196167,141.981514841318,0.183562505245209,0.022184611693956
1.0,-16.0,-152.465906053782,16.0,152.465906053782,0.2,0.0238227978209034
