strain,stress_MPa
-0.0,-0.0
0.00199999995529652,0.000284731526626274
0.00399999991059303,0.000567764409861411
0.00700000002980232,0.00098918054587557
0.0115000002086163,0.00161441724805627
0.0182500004768372,0.00253729978780029
0.0283749997615814,0.00388954190479126
0.0435624986886978,0.00585092719644308
0.0635625004768372,0.00832286062417552
0.0835624992847443,0.0106821845541708
0.103562498092651,0.0129412451572716
0.123562502861023,0.0151101685175672
0.143562495708466,0.0171970247523859
0.163562500476837,0.0192062294110656
0.183562505245209,0.0211464009340852
0.2,0.0226931139267981
