displacement_mm,force_N
-0.0,-0.0
0.159999996423721,3.70885689684656
0.319999992847443,7.39985757292015
0.560000002384186,12.9033491144655
0.920000016689301,21.0857447597664
1.46000003814697,33.1996401082724
2.26999998092651,51.0265070358291
3.48499989509583,77.0391656728461
5.08500003814697,110.071109404787
6.68499994277954,141.842372849584
8.28499984741211,172.478714987636
9.88500022888184,202.09083975479
11.4849996566772,230.774800237268
13.085000038147,258.614851817489
14.6850004196167,285.685198403895
16.0,307.394655354321
