strain,stress_MPa
-0.0,-0.0
0.00199999995529652,0.000394726934355276
0.00399999991059303,0.000787547521467786
0.00700000002980232,0.00137325154537393
0.0115000002086163,0.00224402472595102
0.0182500004768372,0.00353312954131979
0.0283749997615814,0.00543002242047805
0.0435624986886978,0.00819757405202836
0.0635625004768372,0.0117112392408308
0.0835624992847443,0.0150900323898531
0.103562498092651,0.0183473543997388
0.123562502861023,0.0214949719747528
0.143562495708466,0.0245430794905405
0.163562500476837,0.0275005780020729
0.183562505245209,0.0303752762125805
0.2,0.0326799197134096
