time,avg_u3_mm,sum_rf3_N,displacement_mm,force_N,strain,stress_MPa
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.00999999977648258,-0.159999996423721,-4.3703231739928,0.159999996423721,4.3703231739928,0.00199999995529652,0.000682862995936375
0.0199999995529652,-0.319999992847443,-8.71926340047503,0.319999992847443,8.71926340047503,0.00399999991059303,0.00136238490632422
0.0350000001490116,-0.560000002384186,-15.2031413131626,0.560000002384186,15.2031413131626,0.00700000002980232,0.00237549083018166
0.0575000010430813,-0.920000016689301,-24.8417276854161,0.920000016689301,24.8417276854161,0.0115000002086163,0.00388151995084627
0.0912500023841858,-1.46000003814697,-39.1084874821827,1.46000003814697,39.1084874821827,0.0182500004768372,0.00611070116909104
0.141874998807907,-2.26999998092651,-60.0968322688714,2.26999998092651,60.0968322688714,0.0283749997615814,0.00939013004201115
0.217812493443489,-3.48499989509583,-90.7085312306881,3.48499989509583,90.7085312306881,0.0435624986886978,0.014173208004795
0.317812502384186,-5.08500003814697,-129.556455182843,5.08500003814697,129.556455182843,0.0635625004768372,0.0202431961223192
0.417812496423721,-6.68499994277954,-166.896517517976,6.68499994277954,166.896517517976,0.0835624992847443,0.0260775808621838
0.517812490463257,-8.28499984741211,-202.879536433145,8.28499984741211,202.879536433145,0.103562498092651,0.031699927567679
0.617812514305115,-9.88500022888184,-237.637882266194,9.88500022888184,237.637882266194,0.123562502861023,0.0371309191040928
0.717812478542328,-11.4849996566772,-271.286348585039,11.4849996566772,271.286348585039,0.143562495708466,0.0423884919664124
0.817812502384186,-13.085000038147,-303.925339985639,13.085000038147,303.925339985639,0.163562500476837,0.0474883343727561
0.917812526226044,-14.6850004196167,-335.643142892048,14.6850004196167,335.643142892048,0.183562505245209,0.0524442410768825
1.0,-16.0,-361.066620912403,16.0,361.066620912403,0.2,0.0564166595175629
