strain,stress_MPa
-0.0,-0.0
0.00199999995529652,0.000682862995936375
0.00399999991059303,0.00136238490632422
0.00700000002980232,0.00237549083018166
0.0115000002086163,0.00388151995084627
0.0182500004768372,0.00611070116909104
0.0283749997615814,0.00939013004201115
0.0435624986886978,0.014173208004795
0.0635625004768372,0.0202431961223192
0.0835624992847443,0.0260775808621838
0.103562498092651,0.031699927567679
0.123562502861023,0.0371309191040928
0.143562495708466,0.0423884919664124
0.163562500476837,0.0474883343727561
0.183562505245209,0.0524442410768825
0.2,0.0564166595175629
