displacement_mm,force_N
-0.0,-0.0
0.159999996423721,2.05612424912397
0.319999992847443,4.10175890522078
0.560000002384186,7.15081179374829
0.920000016689301,11.6816284204833
1.46000003814697,18.3843495529145
2.26999998092651,28.2372026573867
3.48499989509583,42.5920985974371
5.08500003814697,60.7846765518188
6.68499994277954,78.2477168366313
8.28499984741211,95.0564095154405
9.88500022888184,111.275866568089
11.4849996566772,126.9620090276
13.085000038147,142.163270682096
14.6850004196167,156.921877577901
16.0,168.742731198668
