strain,stress_MPa
-0.0,-0.0
0.00199999995529652,0.000579508890132274
0.00399999991059303,0.00115622774576877
0.00700000002980232,0.00201614829913524
0.0115000002086163,0.0032946476187135
0.0182500004768372,0.00518744376691757
0.0283749997615814,0.0079728917243483
0.0435624986886978,0.0120373696363822
0.0635625004768372,0.017198610844498
0.0835624992847443,0.0221628707577474
0.103562498092651,0.0269497992168181
0.123562502861023,0.0315766937116859
0.143562495708466,0.0360585625370732
0.163562500476837,0.0404085705964826
0.183562505245209,0.0446383122506086
0.2,0.0480304148991127
