time,avg_u3_mm,sum_rf3_N,displacement_mm,force_N,strain,stress_MPa
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.00999999977648258,-0.159999996423721,-1.77632144314703,0.159999996423721,1.77632144314703,0.00199999995529652,0.000277550225491723
0.0199999995529652,-0.319999992847443,-3.54221118078567,0.319999992847443,3.54221118078567,0.00399999991059303,0.000553470496997761
0.0350000001490116,-0.560000002384186,-6.17180059337988,0.560000002384186,6.17180059337988,0.00700000002980232,0.000964343842715607
0.0575000010430813,-0.920000016689301,-10.0738661838695,0.920000016689301,10.0738661838695,0.0115000002086163,0.00157404159122962
0.0912500023841858,-1.46000003814697,-15.834860493429,1.46000003814697,15.834860493429,0.0182500004768372,0.00247419695209828
0.141874998807907,-2.26999998092651,-24.2791315875947,2.26999998092651,24.2791315875947,0.0283749997615814,0.00379361431056168
0.217812493443489,-3.48499989509583,-36.5329858865589,3.48499989509583,36.5329858865589,0.0435624986886978,0.00570827904477483
0.317812502384186,-5.08500003814697,-51.9854591190815,5.08500003814697,51.9854591190815,0.0635625004768372,0.00812272798735648
0.417812496423721,-6.68499994277954,-66.7423955760896,6.68499994277954,66.7423955760896,0.0835624992847443,0.010428499308764
0.517812490463257,-8.28499984741211,-80.8792744725943,8.28499984741211,80.8792744725943,0.103562498092651,0.0126373866363429
0.617812514305115,-9.88500022888184,-94.4583506509662,9.88500022888184,94.4583506509662,0.123562502861023,0.0147591172892135
0.717812478542328,-11.4849996566772,-107.529810525477,11.4849996566772,107.529810525477,0.143562495708466,0.0168015328946058
0.817812502384186,-13.085000038147,-120.121756590903,13.085000038147,120.121756590903,0.163562500476837,0.0187690244673286
0.917812526226044,-14.6850004196167,-132.28883677721,14.6850004196167,132.28883677721,0.183562505245209,0.0206701307464391
1.0,-16.0,-141.995383799076,16.0,141.995383799076,0.2,0.0221867787186056
